Photuris sp (NCC Ent 5),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 5,Photuris sp,Photuris_sp2_antennae.tif,antenna length,NA,NA,NA,3405.269,,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,segment length,F1,NA,NA,342.386,,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,mechano,NA,66.479,yellow 1,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,mechano,NA,95.37,yellow 2,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,mechano,NA,77.208,yellow 3,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,mechano,NA,97.71,yellow 4,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,mechano,NA,88.326,yellow 5,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_L.tif,sensillum length,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width prox,F1,mechano,NA,4.04,yellow 1A,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width med,F1,mechano,NA,2.511,yellow 1B,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width dis,F1,mechano,NA,0.726,yellow 1C,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width prox,F1,mechano,NA,4.051,yellow 2A,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width med,F1,mechano,NA,2.692,yellow 2B,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width dis,F1,mechano,NA,0.758,yellow 2C,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width prox,F1,mechano,NA,4.447,yellow 3A,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width med,F1,mechano,NA,3.135,yellow 3B,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width dis,F1,mechano,NA,0.79,yellow 3C,
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width med,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width med,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_f1_W.tif,sensillum width med,F1,olfactory,NA,NA,NA,no olfactory
NCC Ent 5,Photuris sp,Photuris_sp2_antennae.tif,segment length,F2,NA,NA,380.379,,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,mechano,NA,77.645,yellow 1,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,mechano,NA,80.905,yellow 2,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,mechano,NA,107.756,yellow 3,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,mechano,NA,77.257,yellow 4,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,mechano,NA,68.868,yellow 5,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,olfactory,trichoid,11.348,pink 1,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,olfactory,trichoid,11.543,pink 2,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,olfactory,trichoid,14.399,pink 3,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,olfactory,trichoid,8.765,pink 4,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_L.tif,sensillum length,F2,olfactory,trichoid,12.656,pink 5,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width prox,F2,mechano,NA,5.235,yellow 1A,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width med,F2,mechano,NA,3.515,yellow 1B,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width dis,F2,mechano,NA,0.909,yellow 1C,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width prox,F2,mechano,NA,4.117,yellow 2A,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width med,F2,mechano,NA,3.027,yellow 2B,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width dis,F2,mechano,NA,0.643,yellow 2C,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width prox,F2,mechano,NA,3.877,yellow 3A,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width med,F2,mechano,NA,2.31,yellow 3B,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width dis,F2,mechano,NA,0.565,yellow 3C,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.081,pink 1B,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.645,pink 2B,
NCC Ent 5,Photuris sp,Photuris_sp2_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.477,pink 3B,
NCC Ent 5,Photuris sp,Photuris_sp2_antennae.tif,segment length,F3,NA,NA,388.626,,
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,mechano,NA,88.687,1 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,mechano,NA,74.681,2 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,mechano,NA,68.057,3 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,mechano,NA,83.879,4 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,mechano,NA,67.999,5 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,olfactory,trichoid,16.567,1 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,olfactory,trichoid,15.641,2 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,olfactory,trichoid,14.254,3 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.411,4 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_L.tif,sensillum length,F3,olfactory,trichoid,15.001,5 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width prox,F3,mechano,NA,14.554,1 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width med,F3,mechano,NA,7.862,1 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width dis,F3,mechano,NA,2.25,1 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width prox,F3,mechano,NA,14.182,2 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width med,F3,mechano,NA,7.126,2 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width dis,F3,mechano,NA,2.347,2 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width prox,F3,mechano,NA,13.005,3 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width med,F3,mechano,NA,6.584,3 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width dis,F3,mechano,NA,1.688,3 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.075,1 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width med,F3,olfactory,trichoid,0.992,2 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.365,3 (pink),
NCC Ent 5,Photuris sp,Photuris_sp2_f4_L.tif,segment length,F4,NA,NA,428.834,,
NCC Ent 5,Photuris sp,Photuris_sp2_f4_L.tif,sensillum length,F4,mechano,NA,71.088,1 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f4_L.tif,sensillum length,F4,mechano,NA,70.3,2 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f4_L.tif,sensillum length,F4,mechano,NA,63.286,3 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f4_L.tif,sensillum length,F4,mechano,NA,62.812,4 (yellow),
NCC Ent 5,Photuris sp,Photuris_sp2_f4_L.tif,sensillum length,F4,mechano,NA,74.505,5 (yellow),
