Aspisoma sp (NCC Ent 13),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_antennae2.tif,antenna length,NA,NA,NA,5139.609,,added both antennae images 
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_antennae2.tif,segment length,F1,NA,NA,758.414,,
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,mechano,NA,102.75,1,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,mechano,NA,96.533,2,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,mechano,NA,92.017,3,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,mechano,NA,94.606,4,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,mechano,NA,65.828,5,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,olfactory,trichoid,5.145,1,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,olfactory,trichoid,6.201,2,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,olfactory,trichoid,5.724,3,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,olfactory,trichoid,6.861,4,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_L.tif,sensillum length,F1,olfactory,trichoid,30.018,5,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width prox,F1,mechano,NA,7.671,1A,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width med,F1,mechano,NA,4.424,1B,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width dis,F1,mechano,NA,2.488,1C,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width prox,F1,mechano,NA,8.852,2A,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width med,F1,mechano,NA,2.809,2B,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width dis,F1,mechano,NA,0.796,2C,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width prox,F1,mechano,NA,5.355,3A,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width med,F1,mechano,NA,2.695,3B,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width dis,F1,mechano,NA,1.306,3C,green
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width prox,F1,olfactory,trichoid,1.963,1,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width med,F1,olfactory,trichoid,2.296,2,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f1_W.tif,sensillum width dis,F1,olfactory,trichoid,1.732,3,cyan
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_antennae2.tif,segment length,F2,NA,NA,383.059,,
NCC Ent 13,Aspisoma sp,Aspisoma_sp_M_f2_L.tif,sensillum length,F2,mechano,NA,92.899,1,green
