Photinus scintillans (NCC Ent 4),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,mechano,NA,68.803,yellow 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,mechano,NA,46.425,yellow 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,mechano,NA,46.543,yellow 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,mechano,NA,34.928,yellow 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,olfactory,trichoid,11.727,pink 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,olfactory,trichoid,9.067,pink 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,olfactory,trichoid,8.074,pink 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,olfactory,trichoid,7.305,pink 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_L.tif,sensillum length,F2,olfactory,trichoid,13.042,pink 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width prox,F2,mechano,NA,2.813,yellow 1A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width med,F2,mechano,NA,1.805,yellow 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width dis,F2,mechano,NA,0.778,yellow 1C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width prox,F2,mechano,NA,2.732,yellow 2A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width med,F2,mechano,NA,1.786,yellow 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width dis,F2,mechano,NA,0.525,yellow 2C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width prox,F2,mechano,NA,2.148,yellow 3A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width med,F2,mechano,NA,1.226,yellow 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width dis,F2,mechano,NA,0.432,yellow 3C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.201,pink 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width med,F2,olfactory,trichoid,0.964,pink 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_W.tif,sensillum width med,F2,olfactory,trichoid,0.911,pink 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F3,NA,NA,250.071,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,mechano,NA,75.939,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,mechano,NA,65.326,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,mechano,NA,81.614,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,mechano,NA,53.839,4 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,mechano,NA,38.966,5 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,olfactory,trichoid,8.422,1 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,olfactory,trichoid,9.448,2 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,olfactory,trichoid,10.312,3 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,olfactory,trichoid,10.17,4 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.539,5 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width prox,F3,mechano,NA,2.788,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width med,F3,mechano,NA,1.92,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width dis,F3,mechano,NA,0.707,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width prox,F3,mechano,NA,3.561,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width med,F3,mechano,NA,2.342,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width dis,F3,mechano,NA,0.445,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width prox,F3,mechano,NA,2.724,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width med,F3,mechano,NA,1.709,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width dis,F3,mechano,NA,0.694,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.973,1 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.579,2 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.197,3 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F4,NA,NA,257.056,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,mechano,NA,63.735,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,mechano,NA,44.606,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,mechano,NA,46.026,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,mechano,NA,51.139,4 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,mechano,NA,62.788,5 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,olfactory,trichoid,10.227,1 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,olfactory,trichoid,6.365,2 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,olfactory,trichoid,10.806,3 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,olfactory,trichoid,10.345,4 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_L.tif,sensillum length,F4,olfactory,trichoid,9.628,5 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width prox,F4,mechano,NA,3.03,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width med,F4,mechano,NA,1.591,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width dis,F4,mechano,NA,0.476,1 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width prox,F4,mechano,NA,2.646,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width med,F4,mechano,NA,1.45,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width dis,F4,mechano,NA,0.436,2 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width prox,F4,mechano,NA,3.455,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width med,F4,mechano,NA,1.339,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width dis,F4,mechano,NA,0.476,3 (yellow),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width med,F4,olfactory,trichoid,2.149,1 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.564,2 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_W.tif,sensillum width med,F4,olfactory,trichoid,1.247,3 (pink),
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F5,NA,NA,244.235,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,mechano,NA,52.515,yellow 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,mechano,NA,67.564,yellow 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,mechano,NA,62.362,yellow 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,mechano,NA,51.794,yellow 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,mechano,NA,81.773,yellow 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,olfactory,trichoid,9.436,pink 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,olfactory,trichoid,7.843,pink 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,olfactory,trichoid,9.972,pink 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,olfactory,trichoid,13.256,pink 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_L.tif,sensillum length,F5,olfactory,trichoid,10.014,pink 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width prox,F5,mechano,NA,2.886,yellow 1A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width med,F5,mechano,NA,2.109,yellow 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width dis,F5,mechano,NA,1.618,yellow 1C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width prox,F5,mechano,NA,1.799,yellow 2A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width med,F5,mechano,NA,1.304,yellow 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width dis,F5,mechano,NA,0.573,yellow 2C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width prox,F5,mechano,NA,3.132,yellow 3A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width med,F5,mechano,NA,2.484,yellow 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width dis,F5,mechano,NA,1.432,yellow 3C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width med,F5,olfactory,trichoid,1.099,pink 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width med,F5,olfactory,trichoid,1.48,pink 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_W.tif,sensillum width med,F5,olfactory,trichoid,1.202,pink 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F6,NA,NA,227.576,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,mechano,NA,62.878,yellow 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,mechano,NA,58.799,yellow 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,mechano,NA,50.621,yellow 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,mechano,NA,83.217,yellow 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,mechano,NA,51.28,yellow 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,olfactory,trichoid,11.947,pink 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,olfactory,trichoid,9.841,pink 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,olfactory,trichoid,14.031,pink 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,olfactory,trichoid,11.014,pink 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_L.tif,sensillum length,F6,olfactory,trichoid,13.139,pink 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width prox,F6,mechano,NA,3.103,yellow 1A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width med,F6,mechano,NA,2.668,yellow 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width dis,F6,mechano,NA,1.193,yellow 1C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width prox,F6,mechano,NA,1.99,yellow 2A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width med,F6,mechano,NA,1.543,yellow 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width dis,F6,mechano,NA,0.628,yellow 2C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width prox,F6,mechano,NA,2.012,yellow 3A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width med,F6,mechano,NA,1.239,yellow 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width dis,F6,mechano,NA,0.601,yellow 3C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.243,pink 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width med,F6,olfactory,trichoid,0.924,pink 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_W.tif,sensillum width med,F6,olfactory,trichoid,1.246,pink 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F7,NA,NA,243.674,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,mechano,NA,51.466,yellow 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,mechano,NA,70.549,yellow 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,mechano,NA,48.133,yellow 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,mechano,NA,64.034,yellow 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,mechano,NA,56.437,yellow 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,olfactory,trichoid,15.535,pink 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,olfactory,trichoid,16.763,pink 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,olfactory,trichoid,9.748,pink 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,olfactory,trichoid,13.742,pink 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_L.tif,sensillum length,F7,olfactory,trichoid,14.79,pink 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width prox,F7,mechano,NA,2.824,yellow 1A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width med,F7,mechano,NA,1.792,yellow 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width dis,F7,mechano,NA,1.099,yellow 1C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width prox,F7,mechano,NA,2.069,yellow 2A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width med,F7,mechano,NA,1.113,yellow 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width dis,F7,mechano,NA,0.357,yellow 2C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width prox,F7,mechano,NA,2.173,yellow 3A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width med,F7,mechano,NA,1.594,yellow 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width dis,F7,mechano,NA,0.578,yellow 3C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.02,pink 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.388,pink 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_W.tif,sensillum width med,F7,olfactory,trichoid,1.239,pink 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F8,NA,NA,234.534,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,mechano,NA,58.697,yellow 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,mechano,NA,61.68,yellow 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,mechano,NA,53.48,yellow 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,mechano,NA,67.744,yellow 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,mechano,NA,61.754,yellow 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,olfactory,trichoid,15.457,pink 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,olfactory,trichoid,11.533,pink 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,olfactory,trichoid,12.877,pink 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,olfactory,trichoid,13.841,pink 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_L.tif,sensillum length,F8,olfactory,trichoid,14.616,pink 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width prox,F8,mechano,NA,2.308,yellow 1A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width med,F8,mechano,NA,1.542,yellow 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width dis,F8,mechano,NA,0.398,yellow 1C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width prox,F8,mechano,NA,2.284,yellow 2A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width med,F8,mechano,NA,1.511,yellow 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width dis,F8,mechano,NA,0.422,yellow 2C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width prox,F8,mechano,NA,2.3,yellow 3A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width med,F8,mechano,NA,1.443,yellow 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width dis,F8,mechano,NA,0.516,yellow 3C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.21,pink 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width med,F8,olfactory,trichoid,0.971,pink 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_W.tif,sensillum width med,F8,olfactory,trichoid,1.271,pink 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_antennae.tif,segment length,F9,NA,NA,298.901,,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,mechano,NA,55.837,yellow 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,mechano,NA,63.36,yellow 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,mechano,NA,67.629,yellow 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,mechano,NA,55.17,yellow 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,mechano,NA,53.766,yellow 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,olfactory,trichoid,9.684,pink 1,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,olfactory,trichoid,12.211,pink 2,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,olfactory,trichoid,9.665,pink 3,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,olfactory,trichoid,18.119,pink 4,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_L.tif,sensillum length,F9,olfactory,trichoid,18.433,pink 5,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width prox,F9,mechano,NA,2.282,yellow 1A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width med,F9,mechano,NA,1.752,yellow 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width dis,F9,mechano,NA,1.02,yellow 1C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width prox,F9,mechano,NA,2.545,yellow 2A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width med,F9,mechano,NA,1.897,yellow 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width dis,F9,mechano,NA,1.1,yellow 2C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width prox,F9,mechano,NA,2.09,yellow 3A,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width med,F9,mechano,NA,1.559,yellow 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width dis,F9,mechano,NA,0.456,yellow 3C,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width med,F9,olfactory,trichoid,1.123,pink 1B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width med,F9,olfactory,trichoid,1.405,pink 2B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_W.tif,sensillum width med,F9,olfactory,trichoid,1.544,pink 3B,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f1_xy.tif,segment width,F1,NA,NA,116.4,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f2_xy.tif,segment width,F2,NA,NA,134,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f3_xy.tif,segment width,F3,NA,NA,136.8,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f4_xy.tif,segment width,F4,NA,NA,126.2,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f5_xy.tif,segment width,F5,NA,NA,121.4,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f6_xy.tif,segment width,F6,NA,NA,106.1,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f7_xy.tif,segment width,F7,NA,NA,98.2,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f8_xy.tif,segment width,F8,NA,NA,90.4,NA,
NCC Ent 4,Photinus scintillans,photinus_scintillans_f9_xy.tif,segment width,F9,NA,NA,71.7,NA,
