Photinus pyralis (NCC Ent 7),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_antennae.tif,antenna length,NA,NA,NA,4638.944,,Doesn't include the left-most part
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,segment length,F1,NA,NA,535.471,,Starting from the 2nd part on the left
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,mechano,NA,77.127,yellow 1,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,mechano,NA,53.173,yellow 2,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,mechano,NA,87.988,yellow 3,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,mechano,NA,107.222,yellow 4,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,mechano,NA,108.487,yellow 5,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,olfactory,trichoid,7.519,pink 1,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,olfactory,trichoid,8.324,pink 2,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,olfactory,trichoid,15.207,pink 3,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,olfactory,trichoid,10.554,pink 4,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_L.tif,sensillum length,F1,olfactory,trichoid,7.6,pink 5,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width prox,F1,mechano,NA,4.358,yellow 1A,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width med,F1,mechano,NA,2.311,yellow 1B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width dis,F1,mechano,NA,0.516,yellow 1C,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width prox,F1,mechano,NA,3.624,yellow 2A,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width med,F1,mechano,NA,2.039,yellow 2B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width dis,F1,mechano,NA,0.482,yellow 2C,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width prox,F1,mechano,NA,3.598,yellow 3A,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width med,F1,mechano,NA,1.94,yellow 3B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width dis,F1,mechano,NA,0.745,yellow 3C,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width med,F1,olfactory,trichoid,1.323,pink 1B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width med,F1,olfactory,trichoid,1.21,pink 2B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f1_W.tif,sensillum width med,F1,olfactory,trichoid,1.117,pink 3B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_antennae.tif,segment length,F2,NA,NA,549.44,,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,mechano,NA,76.475,yellow 1,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,mechano,NA,113.448,yellow 2,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,mechano,NA,135.192,yellow 3,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,mechano,NA,73.945,yellow 4,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,mechano,NA,80.388,yellow 5,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,olfactory,trichoid,12.112,pink 1,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,olfactory,trichoid,7.21,pink 2,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,olfactory,trichoid,12.43,pink 3,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,olfactory,trichoid,16.75,pink 4,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_L.tif,sensillum length,F2,olfactory,trichoid,16.854,pink 5,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_W.tif,sensillum width prox,F2,mechano,NA,4.789,yellow 1A,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_W.tif,sensillum width med,F2,mechano,NA,2.993,yellow 1B,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_W.tif,sensillum width dis,F2,mechano,NA,1.635,yellow 1C,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_W.tif,sensillum width prox,F2,mechano,NA,3.151,yellow 2A,
NCC Ent 7,Photinus pyralis,Photinus_pyralis1_f2_W.tif,sensillum width med,F2,mechano,NA,1.642,yellow 2B,
