Photinus indictus (NCC Ent 9),,,,,,,,,
Specimen,Species,Filename,Measurement_type,Location,Sensillum_type,Olfactory_type,Value,Label on image,Comments
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_L.tif,sensillum length,F2,olfactory,trichoid,16.896,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width prox,F2,mechano,NA,3.302,cyan 1 A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width med,F2,mechano,NA,1.996,cyan 1 B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width dis,F2,mechano,NA,0.562,cyan 1 C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width prox,F2,mechano,NA,2.394,cyan 2 A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width med,F2,mechano,NA,1.277,cyan 2 B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width dis,F2,mechano,NA,0.276,cyan 2C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width prox,F2,mechano,NA,2.39,cyan 3 A,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width med,F2,mechano,NA,1.837,cyan 3 B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width dis,F2,mechano,NA,0.386,cyan 3 C,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width med,F2,olfactory,trichoid,0.738,magenta 1 B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.41,magneta 2 B,
NCC Ent 9,Photinus indictus,Photinus_indictus_f2_W.tif,sensillum width med,F2,olfactory,trichoid,1.447,magenta 3 B,
NCC Ent 9,Photinus indictus,Photinus_indictis_antennae.tif,segment length,F3,NA,NA,214.403,,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,mechano,NA,59.914,green 1,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,mechano,NA,50.375,green 2,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,mechano,NA,46.366,green 3,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,mechano,NA,49.134,green 4,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,mechano,NA,48.337,green 5,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,olfactory,trichoid,21.093,blue 1,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,olfactory,trichoid,18.675,blue 2,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.351,blue 3,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,olfactory,trichoid,11.887,blue 4,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_L.tif,sensillum length,F3,olfactory,trichoid,12.823,blue 5,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width prox,F3,mechano,NA,2.43,magenta 3,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width med,F3,mechano,NA,1.165,magenta 3,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width dis,F3,mechano,NA,0.366,magenta 3,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width prox,F3,mechano,NA,2.917,magenta 4,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width med,F3,mechano,NA,1.654,magenta 4,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width dis,F3,mechano,NA,0.387,magenta 4,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width prox,F3,mechano,NA,2.928,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width med,F3,mechano,NA,1.631,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width dis,F3,mechano,NA,0.443,magenta 5,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.153,magenta 1,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width med,F3,olfactory,trichoid,0.908,magenta 2,
NCC Ent 9,Photinus indictus,Photinus_indictis_f3_W.tif,sensillum width med,F3,olfactory,trichoid,1.827,magenta - no #,
NCC Ent 9,Photinus indictus,Photinus_indictis_antennae.tif,segment length,F4,NA,NA,209.007,,
NCC Ent 9,Photinus indictus,Photinus_indictis_f4_L.tif,sensillum length,F4,mechano,NA,66.682,blue 1,
NCC Ent 9,Photinus indictus,Photinus_indictis_f4_L.tif,sensillum length,F4,mechano,NA,47.797,blue 2,
